Approved symbol	Approved name	Synonyms
AGGF1	angiogenic factor with G-patch and FHA domains 1	VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7
AGK	acylglycerol kinase	FLJ10842
AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	
AGMAT	agmatinase	FLJ23384
AGMO	alkylglycerol monooxygenase	FLJ16237
AGO1	argonaute RISC component 1	hAGO1
AGO2	argonaute RISC catalytic component 2	hAGO2, Q10, LINC00980
AGO3	argonaute RISC catalytic component 3	hAGO3, FLJ12765
AGO4	argonaute RISC component 4	hAGO4, KIAA1567, FLJ20033
AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	LPAAT-alpha
AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	LPAAT-beta
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	LPAAT-gamma, LPAAT3
AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	LPAAT-delta, dJ473J16.2
AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	FLJ11210, LPAAT-e, LPAAT-epsilon
AGPS	alkylglycerone phosphate synthase	ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S
AGR2	anterior gradient 2, protein disulphide isomerase family member	XAG-2, HAG-2, AG2, PDIA17
AGR3	anterior gradient 3, protein disulphide isomerase family member	HAG3, hAG-3, BCMP11, PDIA18
AGRN	agrin	
AGRP	agouti related neuropeptide	Agrt, ART, ASIP2
AGT	angiotensinogen	
AGTPBP1	ATP/GTP binding protein 1	KIAA1035, Nna1, CCP1
AGTR1	angiotensin II receptor type 1	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B
AGTR2	angiotensin II receptor type 2	AT2, MRX88
AGTRAP	angiotensin II receptor associated protein	ATRAP
AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase	AGXT1, PH1, AGT, SPT, AGT1
AGXT2	alanine--glyoxylate aminotransferase 2	AGT2
AHCTF1	AT-hook containing transcription factor 1	ELYS
AHCY	adenosylhomocysteinase	SAHH
AHCYL1	adenosylhomocysteinase like 1	XPVKONA, IRBIT, PPP1R78
AHCYL2	adenosylhomocysteinase like 2	KIAA0828, long-IRBIT, IRBIT2
AHDC1	AT-hook DNA binding motif containing 1	DJ159A19.3, RP1-159A19.1
AHI1	Abelson helper integration site 1	FLJ20069, ORF1, JBTS3
AHNAK	AHNAK nucleoprotein	MGC5395
AHNAK2	AHNAK nucleoprotein 2	
AHR	aryl hydrocarbon receptor	bHLHe76
AHRR	aryl-hydrocarbon receptor repressor	KIAA1234, bHLHe77
AHSA1	activator of HSP90 ATPase activity 1	p38, Aha1, hAha1
AHSG	alpha 2-HS glycoprotein	FETUA, A2HS, HSGA
AHSP	alpha hemoglobin stabilizing protein	EDRF
AICDA	activation induced cytidine deaminase	HIGM2, CDA2, ARP2, AID
AIDA	axin interactor, dorsalization associated	FLJ12806
AIF1	allograft inflammatory factor 1	IRT-1, AIF-1, Em:AF129756.17, IBA1
AIF1L	allograft inflammatory factor 1 like	IBA2, FLJ12783
AIFM1	apoptosis inducing factor mitochondria associated 1	AIF, CMTX4, DFNX5
AIFM2	apoptosis inducing factor mitochondria associated 2	FLJ14497, PRG3
AIFM3	apoptosis inducing factor mitochondria associated 3	AIFL, FLJ30473
AIG1	androgen induced 1	dJ95L4.1, AIG-1, FLJ10485
AIM2	absent in melanoma 2	PYHIN4
AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	EMAPII, EMAP-2, p43
AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	p38, PRO0992, JTV-1, JTV1
AIP	aryl hydrocarbon receptor interacting protein	XAP2, ARA9, FKBP16
AIPL1	aryl hydrocarbon receptor interacting protein like 1	
AIRE	autoimmune regulator	PGA1, APS1
AJAP1	adherens junctions associated protein 1	SHREW1, SHREW-1, MOT8
AJM1	apical junction component 1 homolog	ajm-1
AJUBA	ajuba LIM protein	MGC15563
AK1	adenylate kinase 1	
AK2	adenylate kinase 2	
AK3	adenylate kinase 3	AKL3L1
AK4	adenylate kinase 4	
AK5	adenylate kinase 5	
AK6	adenylate kinase 6	CINAP
AK7	adenylate kinase 7	FLJ32864
AK8	adenylate kinase 8	FLJ32704
AK9	adenylate kinase 9	FLJ42177, FLJ25791, dJ70A9.1, MGC26954
AKAIN1	A-kinase anchor inhibitor 1	
AKAP1	A-kinase anchoring protein 1	AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43, TDRD17
AKAP2	A-kinase anchoring protein 2	AKAP-KL, KIAA0920, DKFZp564L0716, MISP2
AKAP3	A-kinase anchoring protein 3	FSP95, SOB1, AKAP110, CT82
AKAP4	A-kinase anchoring protein 4	p82, hAKAP82, AKAP82, Fsc1, HI, CT99
AKAP5	A-kinase anchoring protein 5	AKAP75, AKAP79
AKAP6	A-kinase anchoring protein 6	KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6
AKAP7	A-kinase anchoring protein 7	AKAP18, AKAP15
AKAP8	A-kinase anchoring protein 8	AKAP95, DKFZp586B1222
AKAP8L	A-kinase anchoring protein 8 like	NAKAP95, HAP95
AKAP9	A-kinase anchoring protein 9	KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45, LQT11
AKAP10	A-kinase anchoring protein 10	D-AKAP2, PRKA10, MGC9414
AKAP11	A-kinase anchoring protein 11	KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44
AKAP12	A-kinase anchoring protein 12	AKAP250, SSeCKS
AKAP13	A-kinase anchoring protein 13	Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13
AKAP14	A-kinase anchoring protein 14	AKAP28
AKAP17A	A-kinase anchoring protein 17A	XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133
AKIP1	A-kinase interacting protein 1	BCA3
AKIRIN1	akirin 1	FLJ12666
AKIRIN2	akirin 2	FLJ10342, dJ486L4.2
AKNA	AT-hook transcription factor	KIAA1968
AKNAD1	AKNA domain containing 1	MGC26989
AKR1A1	aldo-keto reductase family 1 member A1	ALR, DD3
AKR1B1	aldo-keto reductase family 1 member B	AR
AKR1B10	aldo-keto reductase family 1 member B10	AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn
AKR1B15	aldo-keto reductase family 1 member B15	
AKR1C1	aldo-keto reductase family 1 member C1	DDH, MBAB, DD1, HAKRC
AKR1C2	aldo-keto reductase family 1 member C2	DD, BABP, DD2, HAKRD, MCDR2
AKR1C3	aldo-keto reductase family 1 member C3	KIAA0119, DDX, HAKRB, PGFS
AKR1C4	aldo-keto reductase family 1 member C4	DD4, HAKRA, C11, 3-alpha-HSD, CDR, MGC22581
AKR1D1	aldo-keto reductase family 1 member D1	
AKR1E2	aldo-keto reductase family 1 member E2	MGC10612
AKR7A2	aldo-keto reductase family 7 member A2	AFAR
AKR7A3	aldo-keto reductase family 7 member A3	
AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)	AFAR3
AKT1	AKT serine/threonine kinase 1	RAC, PKB, PRKBA, AKT
AKT1S1	AKT1 substrate 1	PRAS40, MGC2865, Lobe
AKT2	AKT serine/threonine kinase 2	PKBβ
AKT3	AKT serine/threonine kinase 3	PKBG, RAC-gamma, PRKBG
AKTIP	AKT interacting protein	FLJ13258
ALAD	aminolevulinate dehydratase	ALADH, PBGS
ALAS1	5'-aminolevulinate synthase 1	
ALAS2	5'-aminolevulinate synthase 2	
ALB	albumin	
ALCAM	activated leukocyte cell adhesion molecule	CD166, MEMD
ALDH1A1	aldehyde dehydrogenase 1 family member A1	RALDH1
ALDH1A2	aldehyde dehydrogenase 1 family member A2	RALDH2
ALDH1A3	aldehyde dehydrogenase 1 family member A3	RALDH3
ALDH1B1	aldehyde dehydrogenase 1 family member B1	ALDHX
ALDH1L1	aldehyde dehydrogenase 1 family member L1	10-fTHF, FDH
ALDH1L2	aldehyde dehydrogenase 1 family member L2	FLJ38508, mtFDH
ALDH2	aldehyde dehydrogenase 2 family member	
ALDH3A1	aldehyde dehydrogenase 3 family member A1	
ALDH3A2	aldehyde dehydrogenase 3 family member A2	FALDH
ALDH3B1	aldehyde dehydrogenase 3 family member B1	
ALDH3B2	aldehyde dehydrogenase 3 family member B2	
ALDH4A1	aldehyde dehydrogenase 4 family member A1	P5CDh
ALDH5A1	aldehyde dehydrogenase 5 family member A1	SSADH, SSDH
ALDH6A1	aldehyde dehydrogenase 6 family member A1	
ALDH7A1	aldehyde dehydrogenase 7 family member A1	EPD, PDE
ALDH8A1	aldehyde dehydrogenase 8 family member A1	ALDH12
ALDH9A1	aldehyde dehydrogenase 9 family member A1	E3
ALDH16A1	aldehyde dehydrogenase 16 family member A1	MGC10204
ALDH18A1	aldehyde dehydrogenase 18 family member A1	P5CS
ALDOA	aldolase, fructose-bisphosphate A	
ALDOB	aldolase, fructose-bisphosphate B	
ALDOC	aldolase, fructose-bisphosphate C	
ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	HMT-1, HMAT1, CDG1K, Mat-1
ALG1L	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like	ALG1L1
ALG1L2	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2	
ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase	CDGIi, FLJ14511, hALPG2, NET38, CDG1I
ALG3	ALG3 alpha-1,3- mannosyltransferase	NOT56L, Not56, CDGS4, D16Ertd36e
ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase	bA421P11.2
ALG6	ALG6 alpha-1,3-glucosyltransferase	
ALG8	ALG8 alpha-1,3-glucosyltransferase	MGC2840
ALG9	ALG9 alpha-1,2-mannosyltransferase	
ALG10	ALG10 alpha-1,2-glucosyltransferase	FLJ14751, DIE2, ALG10A
ALG10B	ALG10 alpha-1,2-glucosyltransferase B	KCR1
ALG11	ALG11 alpha-1,2-mannosyltransferase	KIAA0266, CDG1P
ALG12	ALG12 alpha-1,6-mannosyltransferase	ECM39, CDG1G
ALG13	ALG13 UDP-N-acetylglucosaminyltransferase subunit	MDS031, YGL047W, FLJ23018, TDRD13, CDG1S
ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit	MGC19780
ALK	ALK receptor tyrosine kinase	CD246
ALKAL1	ALK and LTK ligand 1	UNQ9433, AUGB
ALKAL2	ALK and LTK ligand 2	AUGA
ALKBH1	alkB homolog 1, histone H2A dioxygenase	hABH, alkB, ABH
ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase	MGC90512, ABH2
ALKBH3	alkB homolog 3, alpha-ketoglutaratedependent dioxygenase	DEPC-1
ALKBH4	alkB homolog 4, lysine demethylase	FLJ20013
ALKBH5	alkB homolog 5, RNA demethylase	FLJ20308
ALKBH6	alkB homolog 6	MGC15677
ALKBH7	alkB homolog 7	MGC10974
ALKBH8	alkB homolog 8, tRNA methyltransferase	MGC10235, TRM9, TRMT9A
ALLC	allantoicase	ALC
ALMS1	ALMS1 centrosome and basal body associated protein	KIAA0328
ALOX5	arachidonate 5-lipoxygenase	5-LOX
ALOX5AP	arachidonate 5-lipoxygenase activating protein	FLAP
ALOX12	arachidonate 12-lipoxygenase, 12S type	12S-LOX
ALOX12B	arachidonate 12-lipoxygenase, 12R type	12R-LOX
ALOX15	arachidonate 15-lipoxygenase	15-LOX-1
ALOX15B	arachidonate 15-lipoxygenase type B	15-LOX-2
ALOXE3	arachidonate lipoxygenase 3	eLOX3, E-LOX
ALPG	alkaline phosphatase, germ cell	GCAP
ALPI	alkaline phosphatase, intestinal	IAP
ALPK1	alpha kinase 1	Lak, FLJ22670, KIAA1527
ALPK2	alpha kinase 2	HAK
ALPK3	alpha kinase 3	MAK, KIAA1330, Midori
ALPL	alkaline phosphatase, biomineralization associated	TNSALP, TNALP, TNAP
ALPP	alkaline phosphatase, placental	PALP, PLAP
ALS2	alsin Rho guanine nucleotide exchange factor ALS2	
ALS2CL	ALS2 C-terminal like	FLJ36525, RN49018, DKFZp686I0110
ALX1	ALX homeobox 1	
ALX3	ALX homeobox 3	
ALX4	ALX homeobox 4	FPP, PFM, KIAA1788
ALYREF	Aly/REF export factor	ALY, BEF, ALY/REF, REF
AMACR	alpha-methylacyl-CoA racemase	RACE, P504S
AMBN	ameloblastin	
AMBP	alpha-1-microglobulin/bikunin precursor	UTI, HCP, EDC1, HI30, IATIL, ITILC
AMBRA1	autophagy and beclin 1 regulator 1	FLJ20294, KIAA1736, WDR94, DCAF3
AMD1	adenosylmethionine decarboxylase 1	SAMDC
AMDHD1	amidohydrolase domain containing 1	MGC35366
AMDHD2	amidohydrolase domain containing 2	CGI-14
AMELX	amelogenin X-linked	
AMELY	amelogenin Y-linked	
AMER1	APC membrane recruitment protein 1	RP11-403E24.2, FLJ39827, WTX
AMER2	APC membrane recruitment protein 2	FLJ25477
AMER3	APC membrane recruitment protein 3	FLJ38377
AMFR	autocrine motility factor receptor	RNF45, gp78
AMH	anti-Mullerian hormone	MIS
AMHR2	anti-Mullerian hormone receptor type 2	MISR2, MISRII
AMIGO1	adhesion molecule with Ig like domain 1	AMIGO, KIAA1163
AMIGO2	adhesion molecule with Ig like domain 2	ALI1, DEGA
AMIGO3	adhesion molecule with Ig like domain 3	
AMMECR1	AMMECR nuclear protein 1	
AMMECR1L	AMMECR1 like	MGC4268
AMN	amnion associated transmembrane protein	amnionless
AMN1	antagonist of mitotic exit network 1 homolog	
AMOT	angiomotin	KIAA1071
AMOTL1	angiomotin like 1	JEAP
AMOTL2	angiomotin like 2	LCCP
AMPD1	adenosine monophosphate deaminase 1	MAD, MADA
AMPD2	adenosine monophosphate deaminase 2	SPG63
AMPD3	adenosine monophosphate deaminase 3	
AMPH	amphiphysin	
AMT	aminomethyltransferase	GCST, NKH
AMTN	amelotin	UNQ689, RSTI689
AMY1A	amylase alpha 1A	
AMY1B	amylase alpha 1B	
AMY1C	amylase alpha 1C	
AMY2A	amylase alpha 2A	
AMY2B	amylase alpha 2B	
AMZ1	archaelysin family metallopeptidase 1	KIAA1950
AMZ2	archaelysin family metallopeptidase 2	
ANAPC1	anaphase promoting complex subunit 1	MCPR, TSG24, APC1
ANAPC2	anaphase promoting complex subunit 2	APC2, KIAA1406
ANAPC4	anaphase promoting complex subunit 4	APC4
ANAPC5	anaphase promoting complex subunit 5	APC5
ANAPC7	anaphase promoting complex subunit 7	APC7
ANAPC10	anaphase promoting complex subunit 10	APC10, DOC1, DKFZP564L0562
ANAPC11	anaphase promoting complex subunit 11	HSPC214, APC11, Apc11p, MGC882
ANAPC13	anaphase promoting complex subunit 13	SWM1, APC13, DKFZP566D193
ANAPC15	anaphase promoting complex subunit 15	HSPC020, DKFZP564M082, APC15
ANAPC16	anaphase promoting complex subunit 16	bA570G20.3, FLJ33728, APC16, CENP-27
ANG	angiogenin	RNASE5, RAA1
ANGEL1	angel homolog 1	Ccr4e
ANGEL2	angel homolog 2	KIAA0759L, FLJ12793, Ccr4d
ANGPT1	angiopoietin 1	KIAA0003, Ang1
ANGPT2	angiopoietin 2	Ang2
ANGPT4	angiopoietin 4	
ANGPTL1	angiopoietin like 1	ANG3, AngY, ARP1
ANGPTL2	angiopoietin like 2	ARP2, HARP
ANGPTL3	angiopoietin like 3	
ANGPTL4	angiopoietin like 4	pp1158, PGAR, ARP4, HFARP, FIAF, NL2
ANGPTL5	angiopoietin like 5	
ANGPTL6	angiopoietin like 6	ARP5, AGF
ANGPTL7	angiopoietin like 7	CDT6, AngX
ANGPTL8	angiopoietin like 8	TD26, RIFL
ANHX	anomalous homeobox	
ANK1	ankyrin 1	SPH1
ANK2	ankyrin 2	
ANK3	ankyrin 3	
ANKAR	ankyrin and armadillo repeat containing	FLJ25415
ANKDD1A	ankyrin repeat and death domain containing 1A	FLJ25870
ANKDD1B	ankyrin repeat and death domain containing 1B	
ANKEF1	ankyrin repeat and EF-hand domain containing 1	FLJ21669, dJ839B4.6
ANKFN1	ankyrin repeat and fibronectin type III domain containing 1	FLJ38335
ANKFY1	ankyrin repeat and FYVE domain containing 1	ANKHZN, KIAA1255, ZFYVE14, BTBD23, RANK-5
ANKH	ANKH inorganic pyrophosphate transport regulator	HANK, ANK, CPPDD, SLC62A1
ANKHD1	ankyrin repeat and KH domain containing 1	MASK, FLJ20288, FLJ11979, FLJ10042, FLJ14127, KIAA1085, MASK1
ANKIB1	ankyrin repeat and IBR domain containing 1	DKFZP434A0225, KIAA1386
ANKK1	ankyrin repeat and kinase domain containing 1	X-kinase
ANKLE1	ankyrin repeat and LEM domain containing 1	FLJ39369, LEMD6
ANKLE2	ankyrin repeat and LEM domain containing 2	LEMD7, Lem4
ANKMY1	ankyrin repeat and MYND domain containing 1	FLJ20499, ZMYND13
ANKMY2	ankyrin repeat and MYND domain containing 2	DKFZP564O043, ZMYND20
ANKRA2	ankyrin repeat family A member 2	
ANKRD1	ankyrin repeat domain 1	C-193, ALRP, CARP, CVARP, MCARP
ANKRD2	ankyrin repeat domain 2	ARPP
ANKRD6	ankyrin repeat domain 6	KIAA0957
ANKRD7	ankyrin repeat domain 7	TSA806
ANKRD9	ankyrin repeat domain 9	
ANKRD10	ankyrin repeat domain 10	FLJ20093
ANKRD11	ankyrin repeat domain 11	LZ16, T13
ANKRD12	ankyrin repeat domain 12	KIAA0874, FLJ20053, GAC-1
ANKRD13A	ankyrin repeat domain 13A	NY-REN-25
ANKRD13B	ankyrin repeat domain 13B	FLJ25555
ANKRD13C	ankyrin repeat domain 13C	DKFZP566D1346, dJ677H15.3
ANKRD13D	ankyrin repeat domain 13D	
ANKRD16	ankyrin repeat domain 16	DKFZP434N1511
ANKRD17	ankyrin repeat domain 17	GTAR, KIAA0697, FLJ22206, NY-BR-16, MASK2
ANKRD18A	ankyrin repeat domain 18A	KIAA2015, FLJ35740
ANKRD18B	ankyrin repeat domain 18B	bA255A11.3
ANKRD20A1	ankyrin repeat domain 20 family member A1	DKFZp434A171
ANKRD20A2	ankyrin repeat domain 20 family member A2	
ANKRD20A3	ankyrin repeat domain 20 family member A3	
ANKRD20A4	ankyrin repeat domain 20 family member A4	OTTHUMG00000066855
ANKRD22	ankyrin repeat domain 22	MGC22805
ANKRD23	ankyrin repeat domain 23	DARP, FLJ32449, MARP3
ANKRD24	ankyrin repeat domain 24	KIAA1981
ANKRD26	ankyrin repeat domain 26	KIAA1074
ANKRD27	ankyrin repeat domain 27	FLJ00040, DKFZp434L0718, VARP
ANKRD28	ankyrin repeat domain 28	KIAA0379, PITK, PP6-ARS-A, PPP1R65
ANKRD29	ankyrin repeat domain 29	FLJ25053
ANKRD30A	ankyrin repeat domain 30A	NY-BR-1
ANKRD30B	ankyrin repeat domain 30B	NY-BR-1.1
ANKRD30BL	ankyrin repeat domain 30B like	
ANKRD31	ankyrin repeat domain 31	FLJ40191
ANKRD33	ankyrin repeat domain 33	DKFZp686O1689, PANKY
ANKRD33B	ankyrin repeat domain 33B	
ANKRD34A	ankyrin repeat domain 34A	
ANKRD34B	ankyrin repeat domain 34B	DP58
ANKRD34C	ankyrin repeat domain 34C	
ANKRD35	ankyrin repeat domain 35	FLJ25124
ANKRD36	ankyrin repeat domain 36	UNQ2430
ANKRD36B	ankyrin repeat domain 36B	FLJ21281
ANKRD36C	ankyrin repeat domain 36C	DKFZp667P0924
ANKRD37	ankyrin repeat domain 37	Lrp2bp
ANKRD39	ankyrin repeat domain 39	MGC41816
ANKRD40	ankyrin repeat domain 40	MGC15396
ANKRD40CL	ANKRD40 C-terminal like	FLJ20694
ANKRD42	ankyrin repeat domain 42	FLJ37874, SARP, PPP1R79
ANKRD44	ankyrin repeat domain 44	PP6-ARS-B
ANKRD45	ankyrin repeat domain 45	FLJ45235, CT117
ANKRD46	ankyrin repeat domain 46	
ANKRD49	ankyrin repeat domain 49	FLJ20189, FGIF, GBIF
ANKRD50	ankyrin repeat domain 50	KIAA1223
ANKRD52	ankyrin repeat domain 52	FLJ34236, PP6-ARS-C
ANKRD53	ankyrin repeat domain 53	FLJ12056, FLJ36160
ANKRD54	ankyrin repeat domain 54	LIAR
ANKRD55	ankyrin repeat domain 55	FLJ11795
ANKRD60	ankyrin repeat domain 60	bA196N14.3
ANKRD61	ankyrin repeat domain 61	
ANKRD62	ankyrin repeat domain 62	DKFZp779B1634
ANKRD63	ankyrin repeat domain 63	
ANKRD65	ankyrin repeat domain 65	
ANKRD66	ankyrin repeat domain 66	
ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A	KIAA0229
ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	EB-1, AIDA-1, cajalin-2, ANKS2
ANKS3	ankyrin repeat and sterile alpha motif domain containing 3	KIAA1977, FLJ32345, FLJ32767
ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B	FLJ38819, HARP
ANKS6	ankyrin repeat and sterile alpha motif domain containing 6	FLJ36928, NPHP16
ANKUB1	ankyrin repeat and ubiquitin domain containing 1	
ANKZF1	ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1	FLJ10415, ZNF744, Vms1
ANLN	anillin actin binding protein	ANILLIN, Scraps, scra
ANO1	anoctamin 1	TAOS2, FLJ10261, DOG1
ANO2	anoctamin 2	
ANO3	anoctamin 3	GENX-3947, DYT23
ANO4	anoctamin 4	FLJ34221, FLJ34272, FLJ35277
ANO5	anoctamin 5	GDD1
ANO6	anoctamin 6	DKFZp313M0720
ANO7	anoctamin 7	NGEP, PCANAP5L, IPCA-5
ANO8	anoctamin 8	
ANO9	anoctamin 9	PIG5
ANO10	anoctamin 10	FLJ10375, MGC47890, SCAR10
ANOS1	anosmin 1	KALIG-1, WFDC19
ANP32A	acidic nuclear phosphoprotein 32 family member A	LANP, PP32, I1PP2A, PHAPI, MAPM, mapmodulin
ANP32B	acidic nuclear phosphoprotein 32 family member B	SSP29, PHAPI2, APRIL
ANP32D	acidic nuclear phosphoprotein 32 family member D	PP32R2
ANP32E	acidic nuclear phosphoprotein 32 family member E	LANPL, MGC5350, LANP-L
ANPEP	alanyl aminopeptidase, membrane	LAP1, gp150, p150
ANTKMT	adenine nucleotide translocase lysine methyltransferase	MGC2494
ANTXR1	ANTXR cell adhesion molecule 1	TEM8, FLJ21776, FLJ10601, ATR
ANTXR2	ANTXR cell adhesion molecule 2	CMG2, CMG-2, FLJ31074
ANTXRL	ANTXR like	
ANXA1	annexin A1	
ANXA2	annexin A2	LIP2
ANXA2R	annexin A2 receptor	AXIIR
ANXA3	annexin A3	
ANXA4	annexin A4	
ANXA5	annexin A5	
ANXA6	annexin A6	
ANXA7	annexin A7	
ANXA8	annexin A8	
ANXA8L1	annexin A8 like 1	bA301J7.3, bA145E20.2
ANXA9	annexin A9	
ANXA10	annexin A10	ANX14
ANXA11	annexin A11	
ANXA13	annexin A13	
AOAH	acyloxyacyl hydrolase	
AOC1	amine oxidase copper containing 1	DAO
AOC2	amine oxidase copper containing 2	RAO, DAO2
AOC3	amine oxidase copper containing 3	VAP1, HPAO, VAP-1
AOPEP	aminopeptidase O (putative)	C90RF3, FLJ14675, APO, AP-O
AOX1	aldehyde oxidase 1	AO, AOH1
AP1AR	adaptor related protein complex 1 associated regulatory protein	PRO0971, 2C18, gamma-BAR
AP1B1	adaptor related protein complex 1 subunit beta 1	BAM22, AP105A
AP1G1	adaptor related protein complex 1 subunit gamma 1	
AP1G2	adaptor related protein complex 1 subunit gamma 2	G2AD
AP1M1	adaptor related protein complex 1 subunit mu 1	AP47, CLAPM2
AP1M2	adaptor related protein complex 1 subunit mu 2	HSMU1B, mu2, AP1-mu2
AP1S1	adaptor related protein complex 1 subunit sigma 1	AP19, SIGMA1A, WUGSC:H_DJ0747G18.2
AP1S2	adaptor related protein complex 1 subunit sigma 2	SIGMA1B
AP1S3	adaptor related protein complex 1 subunit sigma 3	
AP2A1	adaptor related protein complex 2 subunit alpha 1	
AP2A2	adaptor related protein complex 2 subunit alpha 2	DKFZP564D1864, HYPJ, KIAA0899, HIP9
AP2B1	adaptor related protein complex 2 subunit beta 1	
AP2M1	adaptor related protein complex 2 subunit mu 1	AP50, mu2
AP2S1	adaptor related protein complex 2 subunit sigma 1	FBHOk, FBH3
AP3B1	adaptor related protein complex 3 subunit beta 1	ADTB3A, HPS2
AP3B2	adaptor related protein complex 3 subunit beta 2	NAPTB
AP3D1	adaptor related protein complex 3 subunit delta 1	ADTD
AP3M1	adaptor related protein complex 3 subunit mu 1	
AP3M2	adaptor related protein complex 3 subunit mu 2	CLA20, AP47B
AP3S1	adaptor related protein complex 3 subunit sigma 1	
AP3S2	adaptor related protein complex 3 subunit sigma 2	sigma3b
AP4B1	adaptor related protein complex 4 subunit beta 1	BETA-4
AP4E1	adaptor related protein complex 4 subunit epsilon 1	AP-4-EPSILON, SPG51
AP4M1	adaptor related protein complex 4 subunit mu 1	MU-ARP2, MU-4, SPG50
AP4S1	adaptor related protein complex 4 subunit sigma 1	CLA20, AP47B, SPG52
AP5B1	adaptor related protein complex 5 subunit beta 1	PP1030, AP-5, DKFZp761E198
AP5M1	adaptor related protein complex 5 subunit mu 1	FLJ10813, MuD, mu5
AP5S1	adaptor related protein complex 5 subunit sigma 1	FLJ11168
AP5Z1	adaptor related protein complex 5 subunit zeta 1	SPG48, zeta
APAF1	apoptotic peptidase activating factor 1	CED4, APAF-1
APBA1	amyloid beta precursor protein binding family A member 1	D9S411E, X11
APBA2	amyloid beta precursor protein binding family A member 2	D15S1518E, LIN-10, MGC:14091, HsT16821
APBA3	amyloid beta precursor protein binding family A member 3	X11L2, mint3
APBB1	amyloid beta precursor protein binding family B member 1	Fe65
APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein	INAG1, RIAM
APBB2	amyloid beta precursor protein binding family B member 2	FE65L, FE65L1, MGC35575
APBB3	amyloid beta precursor protein binding family B member 3	FE65L2
APC	APC regulator of WNT signaling pathway	DP2, DP3, DP2.5, PPP1R46
APC2	APC regulator of WNT signaling pathway 2	APCL
APCDD1	APC down-regulated 1	B7323
APCDD1L	APC down-regulated 1 like	FLJ90166
APCS	amyloid P component, serum	SAP, PTX2, MGC88159
APEH	acylaminoacyl-peptide hydrolase	
APELA	apelin receptor early endogenous ligand	Ende, ELA, tdl
APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	APE, REF1, HAP1, APX, APEN, REF-1, APE-1
